id,name,value,timestamp
1011,Object Temperature,1037.549927,2023-03-09 13:37:13.535470
1012,Temperature,31.0,2023-03-09 13:37:14.767175
1013,Humidity,30.0,2023-03-09 13:37:14.779890
1014,Voltage,0.029032258,2023-03-09 13:37:14.784583
1015,Current,0.0,2023-03-09 13:37:14.797111
1016,Object Temperature,1037.549927,2023-03-09 13:37:14.803219
1017,Temperature,31.0,2023-03-09 13:37:16.193952
1018,Humidity,30.0,2023-03-09 13:37:16.207042
1019,Voltage,0.032258064,2023-03-09 13:37:16.215238
1020,Current,0.0,2023-03-09 13:37:16.223411
1021,Object Temperature,1037.549927,2023-03-09 13:37:16.231015
1022,Temperature,31.0,2023-03-09 13:37:17.490495
1023,Humidity,30.0,2023-03-09 13:37:17.501468
1024,Voltage,0.029032258,2023-03-09 13:37:17.507793
1025,Current,0.0,2023-03-09 13:37:17.511527
1026,Object Temperature,1037.549927,2023-03-09 13:37:17.517682
1027,Temperature,31.0,2023-03-09 13:37:18.899380
1028,Humidity,30.0,2023-03-09 13:37:18.906642
1029,Voltage,0.032258064,2023-03-09 13:37:18.911338
1030,Current,0.0,2023-03-09 13:37:18.914567
1031,Object Temperature,1037.549927,2023-03-09 13:37:18.920006
1032,Temperature,31.0,2023-03-09 13:37:20.586784
1033,Humidity,30.0,2023-03-09 13:37:20.599575
1034,Voltage,0.029032258,2023-03-09 13:37:20.610230
1035,Current,0.0,2023-03-09 13:37:20.613647
1036,Object Temperature,1037.549927,2023-03-09 13:37:20.624064
1037,Temperature,31.0,2023-03-09 13:37:21.806118
1038,Humidity,30.0,2023-03-09 13:37:21.820333
1039,Voltage,0.032258064,2023-03-09 13:37:21.828745
1040,Current,0.0,2023-03-09 13:37:21.836429
1041,Object Temperature,1037.549927,2023-03-09 13:37:21.842405
1042,Temperature,31.0,2023-03-09 13:37:23.457758
1043,Humidity,30.0,2023-03-09 13:37:23.471941
1044,Voltage,0.029032258,2023-03-09 13:37:23.479112
1045,Current,0.0,2023-03-09 13:37:23.484050
1046,Object Temperature,1037.549927,2023-03-09 13:37:23.487570
1047,Temperature,31.0,2023-03-09 13:37:29.879182
1048,Humidity,30.0,2023-03-09 13:37:29.891781
1049,Voltage,0.058064517,2023-03-09 13:37:29.900810
1050,Current,0.0,2023-03-09 13:37:29.908631
1051,Object Temperature,1037.549927,2023-03-09 13:37:29.914812
1052,Temperature,31.0,2023-03-09 13:37:31.716953
1053,Humidity,30.0,2023-03-09 13:37:31.726772
1054,Voltage,0.025806451,2023-03-09 13:37:31.732496
1055,Current,0.0,2023-03-09 13:37:31.735379
1056,Object Temperature,1037.549927,2023-03-09 13:37:31.739896
1057,Temperature,31.0,2023-03-09 13:37:32.950969
1058,Humidity,30.0,2023-03-09 13:37:32.957642
1059,Voltage,0.032258064,2023-03-09 13:37:32.962452
1060,Current,0.0,2023-03-09 13:37:32.967246
1061,Object Temperature,1037.549927,2023-03-09 13:37:32.971812
1062,Temperature,31.0,2023-03-09 13:37:34.676831
1063,Humidity,30.0,2023-03-09 13:37:34.684830
1064,Voltage,0.029032258,2023-03-09 13:37:34.684830
1065,Current,0.0,2023-03-09 13:37:34.695384
1066,Object Temperature,1037.549927,2023-03-09 13:37:34.701315
1067,Temperature,31.0,2023-03-09 13:37:36.638635
1068,Humidity,30.0,2023-03-09 13:37:36.647006
1069,Voltage,0.032258064,2023-03-09 13:37:36.651516
1070,Current,0.0,2023-03-09 13:37:36.654610
1071,Object Temperature,1037.549927,2023-03-09 13:37:36.659940
1072,Temperature,31.0,2023-03-09 13:37:38.057493
1073,Humidity,30.0,2023-03-09 13:37:38.065268
1074,Voltage,0.029032258,2023-03-09 13:37:38.070756
1075,Current,0.0,2023-03-09 13:37:38.076490
1076,Object Temperature,1037.549927,2023-03-09 13:37:38.080271
1077,Temperature,31.0,2023-03-09 13:37:44.663271
1078,Humidity,30.0,2023-03-09 13:37:44.670173
1079,Voltage,0.058064517,2023-03-09 13:37:44.676105
1080,Current,0.0,2023-03-09 13:37:44.680946
1081,Object Temperature,1037.549927,2023-03-09 13:37:44.686650
1082,Temperature,31.0,2023-03-09 13:37:48.513234
1083,Humidity,30.0,2023-03-09 13:37:48.527272
1084,Voltage,0.032258064,2023-03-09 13:37:48.536579
1085,Current,0.0,2023-03-09 13:37:48.544176
1086,Object Temperature,1037.549927,2023-03-09 13:37:48.551116
1087,Temperature,31.0,2023-03-09 13:37:50.058087
1088,Humidity,30.0,2023-03-09 13:37:50.072436
1089,Voltage,0.029032258,2023-03-09 13:37:50.081101
1090,Current,0.0,2023-03-09 13:37:50.087118
1091,Object Temperature,1037.549927,2023-03-09 13:37:50.097668
1092,Temperature,31.0,2023-03-09 13:37:56.505107
1093,Humidity,30.0,2023-03-09 13:37:56.512674
1094,Voltage,0.058064517,2023-03-09 13:37:56.523269
1095,Current,0.0,2023-03-09 13:37:56.533079
1096,Object Temperature,1037.549927,2023-03-09 13:37:56.538945
1097,Temperature,31.0,2023-03-09 13:38:02.647649
1098,Humidity,30.0,2023-03-09 13:38:02.660956
1099,Voltage,0.058064517,2023-03-09 13:38:02.665302
1100,Current,0.0,2023-03-09 13:38:02.677129
1101,Object Temperature,1037.549927,2023-03-09 13:38:02.682637
1102,Temperature,31.0,2023-03-09 13:38:08.815002
1103,Humidity,30.0,2023-03-09 13:38:08.824613
1104,Voltage,0.032258064,2023-03-09 13:38:08.833475
1105,Current,0.0,2023-03-09 13:38:08.843186
1106,Object Temperature,1037.549927,2023-03-09 13:38:08.849386
1107,Temperature,31.0,2023-03-09 13:38:10.331759
1108,Humidity,30.0,2023-03-09 13:38:10.342917
1109,Voltage,0.025806451,2023-03-09 13:38:10.353382
1110,Current,0.0,2023-03-09 13:38:10.360823
1111,Object Temperature,1037.549927,2023-03-09 13:38:10.365355
1112,Temperature,31.0,2023-03-09 13:38:11.566506
1113,Humidity,30.0,2023-03-09 13:38:11.575869
1114,Voltage,0.032258064,2023-03-09 13:38:11.584257
1115,Current,0.0,2023-03-09 13:38:11.595144
1116,Object Temperature,1037.549927,2023-03-09 13:38:11.602224
1117,Temperature,31.0,2023-03-09 13:38:17.689396
1118,Humidity,30.0,2023-03-09 13:38:17.699173
1119,Voltage,0.038709678,2023-03-09 13:38:17.704202
1120,Current,0.0,2023-03-09 13:38:17.710210
1121,Object Temperature,1037.549927,2023-03-09 13:38:17.710210
1122,Temperature,31.0,2023-03-09 13:38:19.226074
1123,Humidity,30.0,2023-03-09 13:38:19.235467
1124,Voltage,0.032258064,2023-03-09 13:38:19.235467
1125,Current,0.0,2023-03-09 13:38:19.244313
1126,Object Temperature,1037.549927,2023-03-09 13:38:19.247541
1127,Temperature,31.0,2023-03-09 13:38:20.965006
1128,Humidity,30.0,2023-03-09 13:38:20.973697
1129,Voltage,0.038709678,2023-03-09 13:38:20.980086
1130,Current,0.0,2023-03-09 13:38:20.987355
1131,Object Temperature,1037.549927,2023-03-09 13:38:20.992729
1132,Temperature,31.0,2023-03-09 13:38:27.218408
1133,Humidity,30.0,2023-03-09 13:38:27.229792
1134,Voltage,0.061290324,2023-03-09 13:38:27.237579
1135,Current,0.0,2023-03-09 13:38:27.238108
1136,Object Temperature,1037.549927,2023-03-09 13:38:27.245083
1137,Temperature,31.0,2023-03-09 13:38:31.122698
1138,Humidity,30.0,2023-03-09 13:38:31.138104
1139,Voltage,0.038709678,2023-03-09 13:38:31.146162
1140,Current,0.0,2023-03-09 13:38:31.151434
1141,Object Temperature,1037.549927,2023-03-09 13:38:31.156607
1142,Temperature,31.0,2023-03-09 13:38:32.684659
1143,Humidity,30.0,2023-03-09 13:38:32.694204
1144,Voltage,0.029032258,2023-03-09 13:38:32.697694
1145,Current,0.0,2023-03-09 13:38:32.703576
1146,Object Temperature,1037.549927,2023-03-09 13:38:32.708529
1147,Temperature,31.0,2023-03-09 13:38:34.243972
1148,Humidity,30.0,2023-03-09 13:38:34.253164
1149,Voltage,0.038709678,2023-03-09 13:38:34.266220
1150,Current,0.0,2023-03-09 13:38:34.268704
1151,Object Temperature,1037.549927,2023-03-09 13:38:34.279754
1152,Temperature,31.0,2023-03-09 13:38:36.054708
1153,Humidity,30.0,2023-03-09 13:38:36.062521
1154,Voltage,0.029032258,2023-03-09 13:38:36.062521
1155,Current,0.0,2023-03-09 13:38:36.071826
1156,Object Temperature,1037.549927,2023-03-09 13:38:36.071826
1157,Temperature,31.0,2023-03-09 13:38:37.676367
1158,Humidity,30.0,2023-03-09 13:38:37.684386
1159,Voltage,0.038709678,2023-03-09 13:38:37.684386
1160,Current,0.0,2023-03-09 13:38:37.692613
1161,Object Temperature,29.92998695,2023-03-09 13:38:37.698359
1162,Temperature,31.0,2023-03-09 13:38:39.141360
1163,Humidity,30.0,2023-03-09 13:38:39.150985
1164,Voltage,0.029032258,2023-03-09 13:38:39.155039
1165,Current,0.0,2023-03-09 13:38:39.163424
1166,Object Temperature,29.92998695,2023-03-09 13:38:39.169689
1167,Temperature,31.0,2023-03-09 13:38:40.633195
1168,Humidity,30.0,2023-03-09 13:38:40.643421
1169,Voltage,0.038709678,2023-03-09 13:38:40.651444
1170,Current,0.0,2023-03-09 13:38:40.659805
1171,Object Temperature,29.9699955,2023-03-09 13:38:40.667978
1172,Temperature,31.0,2023-03-09 13:38:41.975444
1173,Humidity,30.0,2023-03-09 13:38:41.988808
1174,Voltage,0.029032258,2023-03-09 13:38:41.993952
1175,Current,0.0,2023-03-09 13:38:41.999521
1176,Object Temperature,29.92998695,2023-03-09 13:38:42.006260
1177,Temperature,31.0,2023-03-09 13:38:43.425049
1178,Humidity,30.0,2023-03-09 13:38:43.434249
1179,Voltage,0.038709678,2023-03-09 13:38:43.440998
1180,Current,0.0,2023-03-09 13:38:43.446127
1181,Object Temperature,30.02999306,2023-03-09 13:38:43.450661
1182,Temperature,31.0,2023-03-09 13:38:44.770974
1183,Humidity,30.0,2023-03-09 13:38:44.778441
1184,Voltage,0.029032258,2023-03-09 13:38:44.783390
1185,Current,0.0,2023-03-09 13:38:44.787944
1186,Object Temperature,29.9699955,2023-03-09 13:38:44.792987
1187,Temperature,31.0,2023-03-09 13:38:46.078449
1188,Humidity,30.0,2023-03-09 13:38:46.092751
1189,Voltage,0.038709678,2023-03-09 13:38:46.099638
1190,Current,0.0,2023-03-09 13:38:46.109909
1191,Object Temperature,29.90999794,2023-03-09 13:38:46.117186
1192,Temperature,31.0,2023-03-09 13:38:47.265170
1193,Humidity,30.0,2023-03-09 13:38:47.275327
1194,Voltage,0.032258064,2023-03-09 13:38:47.283654
1195,Current,0.0,2023-03-09 13:38:47.288368
1196,Object Temperature,29.89000893,2023-03-09 13:38:47.295553
1197,Temperature,31.0,2023-03-09 13:38:48.585060
1198,Humidity,30.0,2023-03-09 13:38:48.593231
1199,Voltage,0.038709678,2023-03-09 13:38:48.596824
1200,Current,0.0,2023-03-09 13:38:48.602242
1201,Object Temperature,29.92998695,2023-03-09 13:38:48.608112
1202,Temperature,31.0,2023-03-09 13:38:49.859444
1203,Humidity,30.0,2023-03-09 13:38:49.868064
1204,Voltage,0.032258064,2023-03-09 13:38:49.868064
1205,Current,0.0,2023-03-09 13:38:49.875582
1206,Object Temperature,29.90999794,2023-03-09 13:38:49.879098
1207,Temperature,31.0,2023-03-09 13:38:51.174094
1208,Humidity,30.0,2023-03-09 13:38:51.180815
1209,Voltage,0.038709678,2023-03-09 13:38:51.187635
1210,Current,0.0,2023-03-09 13:38:51.192111
1211,Object Temperature,29.9699955,2023-03-09 13:38:51.195062
1212,Temperature,31.0,2023-03-09 13:38:52.431657
1213,Humidity,30.0,2023-03-09 13:38:52.440903
1214,Voltage,0.032258064,2023-03-09 13:38:52.446782
1215,Current,0.0,2023-03-09 13:38:52.447794
1216,Object Temperature,29.9699955,2023-03-09 13:38:52.456187
1217,Temperature,31.0,2023-03-09 13:38:53.719955
1218,Humidity,30.0,2023-03-09 13:38:53.732725
1219,Voltage,0.038709678,2023-03-09 13:38:53.741198
1220,Current,0.0,2023-03-09 13:38:53.748305
1221,Object Temperature,29.92998695,2023-03-09 13:38:53.751797
1222,Temperature,31.0,2023-03-09 13:38:54.995869
1223,Humidity,30.0,2023-03-09 13:38:55.006724
1224,Voltage,0.032258064,2023-03-09 13:38:55.012283
1225,Current,0.0,2023-03-09 13:38:55.017636
1226,Temperature,31.0,2023-03-09 13:38:56.311174
1227,Humidity,30.0,2023-03-09 13:38:56.311174
1228,Voltage,0.038709678,2023-03-09 13:38:56.311174
1229,Current,0.0,2023-03-09 13:38:56.326121
1230,Object Temperature,29.92998695,2023-03-09 13:38:56.329118
1231,Temperature,31.0,2023-03-09 13:38:57.736456
1232,Humidity,30.0,2023-03-09 13:38:57.742017
1233,Voltage,0.032258064,2023-03-09 13:38:57.750300
1234,Current,0.0,2023-03-09 13:38:57.752923
1235,Object Temperature,29.99001503,2023-03-09 13:38:57.759245
1236,Temperature,31.0,2023-03-09 13:38:59.043374
1237,Humidity,30.0,2023-03-09 13:38:59.054412
1238,Voltage,0.038709678,2023-03-09 13:38:59.061828
1239,Current,0.0,2023-03-09 13:38:59.067855
1240,Object Temperature,29.90999794,2023-03-09 13:38:59.074543
1241,Temperature,31.0,2023-03-09 13:39:00.399263
1242,Humidity,30.0,2023-03-09 13:39:00.415403
1243,Voltage,0.032258064,2023-03-09 13:39:00.423818
1244,Current,0.0,2023-03-09 13:39:00.431291
1245,Object Temperature,29.9699955,2023-03-09 13:39:00.437116
1246,Temperature,31.0,2023-03-09 13:39:01.626761
1247,Humidity,30.0,2023-03-09 13:39:01.632068
1248,Voltage,0.038709678,2023-03-09 13:39:01.638766
1249,Current,0.0,2023-03-09 13:39:01.642144
1250,Object Temperature,29.99001503,2023-03-09 13:39:01.645653
1251,Temperature,31.0,2023-03-09 13:39:02.864296
1252,Humidity,30.0,2023-03-09 13:39:02.872594
1253,Voltage,0.032258064,2023-03-09 13:39:02.880323
1254,Current,0.0,2023-03-09 13:39:02.884411
1255,Object Temperature,29.90999794,2023-03-09 13:39:02.889237
1256,Temperature,31.0,2023-03-09 13:39:04.185881
1257,Humidity,30.0,2023-03-09 13:39:04.196763
1258,Voltage,0.038709678,2023-03-09 13:39:04.201802
1259,Current,0.0,2023-03-09 13:39:04.209851
1260,Object Temperature,29.9699955,2023-03-09 13:39:04.220572
1261,Temperature,31.0,2023-03-09 13:39:05.489770
1262,Humidity,30.0,2023-03-09 13:39:05.497524
1263,Voltage,0.032258064,2023-03-09 13:39:05.503275
1264,Current,0.0,2023-03-09 13:39:05.506244
1265,Object Temperature,29.89000893,2023-03-09 13:39:05.512449
1266,Temperature,31.0,2023-03-09 13:39:06.805069
1267,Humidity,30.0,2023-03-09 13:39:06.816914
1268,Voltage,0.038709678,2023-03-09 13:39:06.825469
1269,Current,0.0,2023-03-09 13:39:06.833025
1270,Object Temperature,29.90999794,2023-03-09 13:39:06.837842
1271,Temperature,31.0,2023-03-09 13:39:08.070391
1272,Humidity,30.0,2023-03-09 13:39:08.085374
1273,Voltage,0.032258064,2023-03-09 13:39:08.092550
1274,Current,0.0,2023-03-09 13:39:08.098488
1275,Object Temperature,29.90999794,2023-03-09 13:39:08.098488
1276,Temperature,31.0,2023-03-09 13:39:09.352471
1277,Humidity,30.0,2023-03-09 13:39:09.366039
1278,Voltage,0.038709678,2023-03-09 13:39:09.375797
1279,Current,0.0,2023-03-09 13:39:09.382726
1280,Object Temperature,29.90999794,2023-03-09 13:39:09.388733
1281,Temperature,31.0,2023-03-09 13:39:10.600168
1282,Humidity,30.0,2023-03-09 13:39:10.609085
1283,Voltage,0.032258064,2023-03-09 13:39:10.611895
1284,Current,0.0,2023-03-09 13:39:10.620180
1285,Object Temperature,29.90999794,2023-03-09 13:39:10.623970
1286,Temperature,31.0,2023-03-09 13:39:11.906643
1287,Humidity,30.0,2023-03-09 13:39:11.916707
1288,Voltage,0.038709678,2023-03-09 13:39:11.922678
1289,Current,0.0,2023-03-09 13:39:11.925189
1290,Object Temperature,29.92998695,2023-03-09 13:39:11.929486
1291,Temperature,31.0,2023-03-09 13:39:13.143061
1292,Humidity,30.0,2023-03-09 13:39:13.150706
1293,Voltage,0.032258064,2023-03-09 13:39:13.152809
1294,Current,0.0,2023-03-09 13:39:13.158767
1295,Object Temperature,29.9699955,2023-03-09 13:39:13.164513
1296,Temperature,31.0,2023-03-09 13:39:14.445536
1297,Humidity,30.0,2023-03-09 13:39:14.455980
1298,Voltage,0.038709678,2023-03-09 13:39:14.464960
1299,Current,0.0,2023-03-09 13:39:14.473466
1300,Object Temperature,29.92998695,2023-03-09 13:39:14.480989
1301,Temperature,31.0,2023-03-09 13:39:15.764733
1302,Humidity,30.0,2023-03-09 13:39:15.775512
1303,Voltage,0.029032258,2023-03-09 13:39:15.776760
1304,Current,0.0,2023-03-09 13:39:15.786703
1305,Object Temperature,29.89000893,2023-03-09 13:39:15.791040
1306,Temperature,31.0,2023-03-09 13:39:17.092954
1307,Humidity,30.0,2023-03-09 13:39:17.104379
1308,Voltage,0.038709678,2023-03-09 13:39:17.104379
1309,Current,0.0,2023-03-09 13:39:17.115991
1310,Object Temperature,29.90999794,2023-03-09 13:39:17.123317
1311,Temperature,31.0,2023-03-09 13:39:18.217762
1312,Humidity,30.0,2023-03-09 13:39:18.223672
1313,Voltage,0.032258064,2023-03-09 13:39:18.228187
1314,Current,0.0,2023-03-09 13:39:18.235168
1315,Object Temperature,30.02999306,2023-03-09 13:39:18.240377
1316,Temperature,31.0,2023-03-09 13:39:19.517403
1317,Humidity,30.0,2023-03-09 13:39:19.521958
1318,Voltage,0.038709678,2023-03-09 13:39:19.521958
1319,Current,0.0,2023-03-09 13:39:19.540928
1320,Object Temperature,29.92998695,2023-03-09 13:39:19.547141
1321,Temperature,31.0,2023-03-09 13:39:20.794425
1322,Humidity,30.0,2023-03-09 13:39:20.802936
1323,Voltage,0.032258064,2023-03-09 13:39:20.805518
1324,Current,0.0,2023-03-09 13:39:20.805518
1325,Object Temperature,29.9699955,2023-03-09 13:39:20.817954
1326,Temperature,31.0,2023-03-09 13:39:22.105791
1327,Humidity,30.0,2023-03-09 13:39:22.117106
1328,Voltage,0.038709678,2023-03-09 13:39:22.122189
1329,Current,0.0,2023-03-09 13:39:22.128742
1330,Object Temperature,29.9699955,2023-03-09 13:39:22.133182
1331,Temperature,31.0,2023-03-09 13:39:23.369332
1332,Humidity,30.0,2023-03-09 13:39:23.381847
1333,Voltage,0.032258064,2023-03-09 13:39:23.389573
1334,Current,0.0,2023-03-09 13:39:23.398106
1335,Object Temperature,29.90999794,2023-03-09 13:39:23.400204
1336,Temperature,31.0,2023-03-09 13:39:24.653020
1337,Humidity,30.0,2023-03-09 13:39:24.663097
1338,Voltage,0.038709678,2023-03-09 13:39:24.671318
1339,Current,0.0,2023-03-09 13:39:24.676374
1340,Object Temperature,29.92998695,2023-03-09 13:39:24.678144
1341,Temperature,31.0,2023-03-09 13:39:26.001311
1342,Humidity,30.0,2023-03-09 13:39:26.008369
1343,Voltage,0.032258064,2023-03-09 13:39:26.015586
1344,Current,0.0,2023-03-09 13:39:26.021307
1345,Object Temperature,29.9699955,2023-03-09 13:39:26.026738
1346,Temperature,31.0,2023-03-09 13:39:27.258107
1347,Humidity,30.0,2023-03-09 13:39:27.270942
1348,Voltage,0.038709678,2023-03-09 13:39:27.277057
1349,Current,0.0,2023-03-09 13:39:27.281968
1350,Object Temperature,29.9699955,2023-03-09 13:39:27.286946
1351,Temperature,31.0,2023-03-09 13:39:28.665768
1352,Humidity,30.0,2023-03-09 13:39:28.673431
1353,Voltage,0.032258064,2023-03-09 13:39:28.681820
1354,Current,0.0,2023-03-09 13:39:28.686191
1355,Object Temperature,29.90999794,2023-03-09 13:39:28.690383
1356,Temperature,31.0,2023-03-09 13:39:29.880971
1357,Humidity,30.0,2023-03-09 13:39:29.888505
1358,Voltage,0.038709678,2023-03-09 13:39:29.894638
1359,Current,0.0,2023-03-09 13:39:29.896999
1360,Object Temperature,29.92998695,2023-03-09 13:39:29.903919
1361,Temperature,31.0,2023-03-09 13:39:31.124614
1362,Humidity,30.0,2023-03-09 13:39:31.132715
1363,Voltage,0.032258064,2023-03-09 13:39:31.145543
1364,Current,0.0,2023-03-09 13:39:31.149069
1365,Object Temperature,29.9699955,2023-03-09 13:39:31.157123
1366,Temperature,31.0,2023-03-09 13:39:32.352609
1367,Humidity,30.0,2023-03-09 13:39:32.364575
1368,Voltage,0.038709678,2023-03-09 13:39:32.373206
1369,Current,0.0,2023-03-09 13:39:32.378487
1370,Object Temperature,29.99001503,2023-03-09 13:39:32.384772
1371,Temperature,31.0,2023-03-09 13:39:33.584345
1372,Humidity,30.0,2023-03-09 13:39:33.596207
1373,Voltage,0.032258064,2023-03-09 13:39:33.604007
1374,Current,0.0,2023-03-09 13:39:33.612860
1375,Object Temperature,29.92998695,2023-03-09 13:39:33.616397
1376,Temperature,31.0,2023-03-09 13:39:35.065000
1377,Humidity,30.0,2023-03-09 13:39:35.078535
1378,Voltage,0.038709678,2023-03-09 13:39:35.083478
1379,Current,0.0,2023-03-09 13:39:35.088095
1380,Object Temperature,29.90999794,2023-03-09 13:39:35.096350
1381,Temperature,31.0,2023-03-09 13:39:36.449751
1382,Humidity,30.0,2023-03-09 13:39:36.465626
1383,Voltage,0.032258064,2023-03-09 13:39:36.475070
1384,Current,0.0,2023-03-09 13:39:36.484951
1385,Object Temperature,29.9699955,2023-03-09 13:39:36.490337
1386,Temperature,31.0,2023-03-09 13:39:37.896799
1387,Humidity,30.0,2023-03-09 13:39:37.907921
1388,Voltage,0.038709678,2023-03-09 13:39:37.918577
1389,Current,0.0,2023-03-09 13:39:37.926686
1390,Object Temperature,29.90999794,2023-03-09 13:39:37.932092
1391,Temperature,31.0,2023-03-09 13:39:39.312012
1392,Humidity,30.0,2023-03-09 13:39:39.323235
1393,Voltage,0.029032258,2023-03-09 13:39:39.330272
1394,Current,0.0,2023-03-09 13:39:39.335358
1395,Object Temperature,29.92998695,2023-03-09 13:39:39.337520
1396,Temperature,31.0,2023-03-09 13:39:40.635558
1397,Humidity,30.0,2023-03-09 13:39:40.647213
1398,Voltage,0.038709678,2023-03-09 13:39:40.650151
1399,Current,0.0,2023-03-09 13:39:40.655449
1400,Object Temperature,29.99001503,2023-03-09 13:39:40.657039
1401,Temperature,31.0,2023-03-09 13:39:41.879860
1402,Humidity,30.0,2023-03-09 13:39:41.890292
1403,Voltage,0.029032258,2023-03-09 13:39:41.895525
1404,Current,0.0,2023-03-09 13:39:41.903026
1405,Object Temperature,29.9699955,2023-03-09 13:39:41.910802
1406,Temperature,31.0,2023-03-09 13:39:43.309430
1407,Humidity,30.0,2023-03-09 13:39:43.318456
1408,Voltage,0.038709678,2023-03-09 13:39:43.321402
1409,Current,0.0,2023-03-09 13:39:43.329337
1410,Object Temperature,29.92998695,2023-03-09 13:39:43.332599
1411,Temperature,31.0,2023-03-09 13:39:44.738251
1412,Humidity,30.0,2023-03-09 13:39:44.748204
1413,Voltage,0.032258064,2023-03-09 13:39:44.752581
1414,Current,0.0,2023-03-09 13:39:44.757969
1415,Object Temperature,29.99001503,2023-03-09 13:39:44.761617
1416,Temperature,31.0,2023-03-09 13:39:46.071693
1417,Humidity,30.0,2023-03-09 13:39:46.084349
1418,Voltage,0.038709678,2023-03-09 13:39:46.092405
1419,Current,0.0,2023-03-09 13:39:46.101805
1420,Object Temperature,29.92998695,2023-03-09 13:39:46.108886
1421,Temperature,31.0,2023-03-09 13:39:47.413482
1422,Humidity,30.0,2023-03-09 13:39:47.425354
1423,Voltage,0.032258064,2023-03-09 13:39:47.430243
1424,Current,0.0,2023-03-09 13:39:47.434202
1425,Object Temperature,29.92998695,2023-03-09 13:39:47.438731
1426,Temperature,31.0,2023-03-09 13:39:48.940728
1427,Humidity,30.0,2023-03-09 13:39:48.951574
1428,Voltage,0.038709678,2023-03-09 13:39:48.961936
1429,Current,0.0,2023-03-09 13:39:48.972016
1430,Object Temperature,29.90999794,2023-03-09 13:39:48.983074
1431,Temperature,31.0,2023-03-09 13:39:50.473014
1432,Humidity,30.0,2023-03-09 13:39:50.483851
1433,Voltage,0.029032258,2023-03-09 13:39:50.495750
1434,Current,0.0,2023-03-09 13:39:50.505288
1435,Object Temperature,1037.549927,2023-03-09 13:39:50.512875
1436,Temperature,31.0,2023-03-09 13:39:52.008859
1437,Humidity,30.0,2023-03-09 13:39:52.013993
1438,Voltage,0.038709678,2023-03-09 13:39:52.020299
1439,Current,0.0,2023-03-09 13:39:52.026183
1440,Object Temperature,29.89000893,2023-03-09 13:39:52.030251
1441,Temperature,31.0,2023-03-09 13:39:53.496856
1442,Humidity,30.0,2023-03-09 13:39:53.509626
1443,Voltage,0.032258064,2023-03-09 13:39:53.517555
1444,Current,0.0,2023-03-09 13:39:53.522706
1445,Object Temperature,29.89000893,2023-03-09 13:39:53.529450
1446,Temperature,31.0,2023-03-09 13:39:54.878617
1447,Humidity,30.0,2023-03-09 13:39:54.890956
1448,Voltage,0.038709678,2023-03-09 13:39:54.899204
1449,Current,0.0,2023-03-09 13:39:54.907302
1450,Object Temperature,29.92998695,2023-03-09 13:39:54.914088
1451,Temperature,31.0,2023-03-09 13:39:56.214856
1452,Humidity,30.0,2023-03-09 13:39:56.229715
1453,Voltage,0.032258064,2023-03-09 13:39:56.236999
1454,Current,0.0,2023-03-09 13:39:56.244174
1455,Object Temperature,29.90999794,2023-03-09 13:39:56.252620
1456,Temperature,31.0,2023-03-09 13:39:57.671440
1457,Humidity,30.0,2023-03-09 13:39:57.683327
1458,Voltage,0.038709678,2023-03-09 13:39:57.687804
1459,Current,0.0,2023-03-09 13:39:57.687804
1460,Object Temperature,29.99001503,2023-03-09 13:39:57.697054
1461,Temperature,31.0,2023-03-09 13:39:59.274023
1462,Humidity,30.0,2023-03-09 13:39:59.280952
1463,Voltage,0.032258064,2023-03-09 13:39:59.283469
1464,Current,0.0,2023-03-09 13:39:59.288983
1465,Object Temperature,29.99001503,2023-03-09 13:39:59.297008
1466,Temperature,31.0,2023-03-09 13:40:00.693351
1467,Humidity,30.0,2023-03-09 13:40:00.702872
1468,Voltage,0.038709678,2023-03-09 13:40:00.710223
1469,Current,0.0,2023-03-09 13:40:00.713631
1470,Object Temperature,30.02999306,2023-03-09 13:40:00.720702
1471,Temperature,31.0,2023-03-09 13:40:01.860098
1472,Humidity,30.0,2023-03-09 13:40:01.868727
1473,Voltage,0.032258064,2023-03-09 13:40:01.873791
1474,Current,0.0,2023-03-09 13:40:01.879827
1475,Object Temperature,29.90999794,2023-03-09 13:40:01.884524
1476,Temperature,31.0,2023-03-09 13:40:03.375591
1477,Humidity,30.0,2023-03-09 13:40:03.383913
1478,Voltage,0.038709678,2023-03-09 13:40:03.393752
1479,Current,0.0,2023-03-09 13:40:03.399599
1480,Object Temperature,29.92998695,2023-03-09 13:40:03.405729
1481,Temperature,31.0,2023-03-09 13:40:04.611639
1482,Humidity,30.0,2023-03-09 13:40:04.623849
1483,Voltage,0.032258064,2023-03-09 13:40:04.629878
1484,Current,0.0,2023-03-09 13:40:04.633166
1485,Object Temperature,29.9699955,2023-03-09 13:40:04.633166
1486,Temperature,31.0,2023-03-09 13:40:06.043488
1487,Humidity,30.0,2023-03-09 13:40:06.055671
1488,Voltage,0.038709678,2023-03-09 13:40:06.064328
1489,Current,0.0,2023-03-09 13:40:06.072714
1490,Object Temperature,29.92998695,2023-03-09 13:40:06.082790
1491,Temperature,31.0,2023-03-09 13:40:07.167573
1492,Humidity,30.0,2023-03-09 13:40:07.175341
1493,Voltage,0.032258064,2023-03-09 13:40:07.182577
1494,Current,0.0,2023-03-09 13:40:07.187044
1495,Object Temperature,29.9699955,2023-03-09 13:40:07.189568
